title_index,user_index,rating
322,6634,5
322,4605,5
322,10402,5
322,7339,5
322,6836,5
322,5779,5
322,10285,5
322,6652,5
322,6706,5
322,3050,5
322,415,5
322,7395,5
322,2110,5
322,93,5
322,7147,5
322,8602,5
322,6637,5
322,7451,5
322,523,5
322,10404,5
322,1011,5
322,1480,4
322,4231,4
322,5876,4
327,10619,5
327,9991,5
327,4237,4
327,3247,3
327,3001,5
327,7833,5
327,7353,5
327,1163,5
327,6448,5
327,8669,5
327,5931,5
327,5626,5
327,3791,5
327,5836,5
327,5540,5
327,1773,5
327,6582,5
327,2559,5
327,1831,5
327,662,5
327,6964,5
327,10394,5
327,10531,5
327,4629,5
327,4625,5
380,9432,3
380,9086,5
380,8734,5
380,2348,5
380,5666,5
380,5435,5
380,7306,4
380,4666,4
380,4206,4
380,9337,4
380,7163,2
380,6737,5
380,10182,5
380,9903,5
380,10166,5
380,10111,5
380,7076,5
380,5947,5
380,735,5
380,8714,5
380,5034,5
380,8392,5
380,7238,5
380,5344,5
380,3821,5
539,6243,5
539,1840,5
539,5986,5
539,6387,5
539,5445,5
539,5520,5
539,6916,5
539,9929,5
539,9185,5
539,3895,5
539,5496,5
539,3413,5
539,4997,5
539,6873,5
539,7684,5
539,6508,5
539,3972,5
539,5641,5
539,400,5
539,7137,5
539,7482,5
539,2524,5
539,4550,5
539,8834,5
539,8456,5
304,777,5
304,7030,5
304,7058,5
304,5077,3
304,5995,5
304,2622,5
304,6255,5
304,7256,5
304,3002,5
304,9153,5
304,7600,4
304,3894,3
304,2689,3
304,2702,5
304,7257,5
304,4025,5
304,6623,5
304,1037,5
304,6186,5
304,9815,5
304,9065,5
304,7084,5
304,5783,5
304,6040,5
304,10218,5
157,4738,3
157,6133,5
157,6172,5
157,4592,5
157,9527,4
157,1492,4
157,6683,1
157,1273,5
157,664,5
157,7820,5
157,6165,5
157,5893,5
157,7897,5
157,6745,5
157,9993,5
157,1029,5
157,4989,5
157,179,5
157,4602,5
157,7466,5
157,2871,4
157,3556,4
157,8212,4
157,1126,4
157,9415,4
461,7899,3
461,5264,2
461,2492,4
461,3694,3
461,5328,3
461,9083,5
461,5667,5
461,8666,5
461,9615,3
461,8165,3
461,7300,3
461,7203,3
461,2092,1
461,1996,5
461,10273,5
461,2801,5
461,597,5
461,7818,5
461,7210,5
461,5047,3
461,4835,3
461,9370,1
461,5256,5
461,7375,5
461,6980,5
559,10477,4
559,3319,5
559,4765,5
559,6585,5
559,1986,5
559,8766,5
559,4487,5
559,667,5
559,5956,5
559,279,4
559,8157,3
559,458,1
369,2699,3
369,9792,1
369,508,3
369,5108,5
369,5186,5
369,6660,1
369,5190,5
369,1116,5
369,9861,5
369,9262,5
369,3453,1
369,4344,5
369,1598,5
369,8448,5
369,6019,5
369,2000,5
369,8328,5
369,9719,5
369,5626,5
369,8963,5
369,2915,5
369,5522,5
369,8454,5
369,5585,5
369,2369,5
40,9907,2
40,5742,5
40,557,3
40,92,5
40,8175,2
40,4345,5
40,3195,5
40,5199,5
40,689,5
40,3504,4
40,4142,3
40,6198,5
40,8462,5
40,3689,3
40,8152,2
40,566,5
40,7658,5
40,6654,5
40,10024,5
40,6825,5
40,4774,4
40,6805,4
40,5205,1
40,7930,5
196,5779,5
196,707,5
196,4152,1
574,7405,5
574,3296,5
574,1190,5
574,1621,5
574,8716,5
574,976,5
574,631,5
574,1276,5
574,294,5
574,10576,5
574,3999,4
549,4229,3
549,4572,5
549,3174,4
549,10163,5
549,4747,3
549,2367,3
549,413,1
549,963,1
549,204,5
549,6880,5
549,6957,5
549,1697,5
549,9858,5
549,1333,5
549,6042,5
549,3329,5
549,8760,5
549,2727,5
549,8966,5
549,7527,5
549,5158,5
549,3959,5
549,8707,5
549,1727,5
549,8633,5
14,5413,1
14,2447,1
14,4499,1
14,6968,1
14,4015,1
14,8854,1
14,10086,4
14,5620,1
14,5247,5
14,3318,1
14,8670,5
14,2742,5
14,6358,2
14,5790,5
14,1632,1
14,7665,3
14,4861,2
14,5686,5
14,3667,5
14,9354,2
14,6898,1
14,3418,3
14,10350,1
14,5196,5
92,2550,5
92,4462,5
92,2113,1
92,5158,3
92,3182,5
92,3945,5
92,5515,5
92,7554,5
92,6194,3
92,8693,1
92,4052,1
92,6224,5
92,6579,5
92,5053,5
92,7899,5
92,10190,5
92,2487,5
92,7367,4
92,823,4
92,7798,4
92,1400,3
92,953,2
92,337,2
92,8600,2
92,8959,1
150,1922,1
150,6359,2
150,3176,2
150,4459,3
150,8252,5
150,2729,5
150,3348,2
150,7220,5
150,4100,2
150,3873,1
150,1012,5
150,5455,3
150,8421,5
150,5832,5
150,1712,5
150,1236,5
150,5055,5
150,1267,4
150,3980,3
150,914,5
150,193,5
150,9456,5
150,2332,5
150,9166,5
249,8075,1
249,1055,1
249,9060,3
249,3905,3
249,3034,1
249,6868,5
249,3385,4
249,10261,3
249,1685,5
249,3241,2
249,6269,5
249,8807,4
249,8040,1
249,6712,1
249,10476,5
249,8029,5
249,6638,2
249,3962,5
249,6249,3
249,3187,1
249,6049,5
249,6769,5
249,9722,5
249,4687,3
249,1296,2
387,2071,5
387,3708,5
387,4179,4
387,3940,4
387,10396,1
128,6854,2
128,4298,2
128,7510,3
128,4497,1
128,5219,1
128,4915,1
128,10150,1
128,10279,3
128,7381,5
128,3551,5
128,4266,2
128,8933,1
128,1041,2
128,10167,5
128,7404,3
128,4970,5
128,5176,1
128,3083,5
128,9952,5
128,1743,5
128,1162,5
128,4834,5
128,5279,5
128,7649,5
128,4599,5
472,7885,4
472,4883,5
472,5078,5
472,10488,5
472,4438,5
472,8340,5
472,5128,5
472,658,5
472,2569,5
472,6574,5
472,6166,5
472,5723,5
472,8014,5
472,3630,5
472,5304,5
472,4927,5
472,2039,5
472,2210,5
472,919,5
472,3876,5
472,8427,5
472,2706,5
472,3738,5
472,10255,5
472,2753,5
338,7194,1
338,1945,2
338,8072,1
338,7059,1
338,7882,2
338,9555,3
338,2941,1
338,9392,5
338,8286,3
338,7831,3
338,3243,2
338,4925,2
338,822,5
338,1542,3
338,6114,2
338,2491,2
338,4324,2
338,2038,1
338,9321,1
338,8145,5
338,7352,5
338,216,5
338,6327,5
338,1039,5
338,2265,5
110,7347,5
110,9951,5
110,1493,5
110,7511,5
110,9786,5
110,9071,5
110,1814,5
110,4385,4
23,6906,5
23,1602,2
23,3883,5
23,7722,5
23,5699,5
23,7335,3
23,759,5
23,4083,5
23,4369,4
23,8622,5
23,8550,5
23,9437,5
23,6470,5
23,9824,5
23,8720,4
23,7445,1
23,4632,1
23,5894,5
23,5451,5
23,6297,5
23,5706,5
23,8676,5
23,1036,5
23,4698,5
23,10162,5
238,8197,1
238,10380,2
238,8465,1
238,10020,1
238,8933,1
238,10546,4
238,10070,3
238,6984,5
238,4001,5
238,7103,5
238,3864,5
238,2375,5
238,9197,5
238,4053,2
238,8244,5
238,6672,1
142,9618,5
142,10118,5
142,6398,5
142,6548,5
142,7598,5
142,9470,5
142,8218,3
142,1232,5
142,5668,5
142,2399,5
142,5823,5
142,10281,3
142,3745,5
142,1177,5
142,31,5
142,4782,5
142,8626,5
142,6969,5
142,5804,5
142,889,4
142,4895,3
142,799,5
142,2143,5
142,5390,5
142,4897,5
400,2030,5
400,893,5
400,1094,5
400,7242,5
400,5791,3
400,7875,5
400,7199,5
400,1943,5
400,567,5
400,1019,5
400,1932,5
400,7369,5
400,9071,5
400,7795,5
400,5024,5
400,5267,5
400,4973,5
400,2498,5
400,10571,5
400,7177,5
400,9260,5
400,6554,5
400,897,5
400,9516,5
400,6431,5
246,8401,5
246,10422,5
246,542,5
246,8288,5
246,9757,5
246,7263,5
246,42,5
246,8159,5
246,10378,5
246,8038,5
246,6323,5
246,1253,5
246,10521,5
246,6275,5
246,1967,5
246,8308,1
246,692,5
246,5970,5
246,5450,5
246,10343,5
246,4404,3
246,4976,5
246,3233,5
246,1805,5
246,677,5
708,9541,5
708,1768,5
708,260,5
708,51,5
708,2162,5
708,1546,5
708,2412,5
708,4767,4
708,6542,2
708,6537,5
708,8662,5
708,6608,5
708,9334,5
708,1735,5
708,1092,5
708,2405,5
708,9029,5
708,8082,5
708,8098,5
708,5750,5
708,4058,5
708,7618,5
708,9647,5
708,4307,5
708,1380,5
572,487,5
572,7102,5
572,7662,5
572,7229,5
572,5475,5
572,8724,5
572,1935,5
572,9471,5
572,9130,5
572,1215,4
572,7982,2
572,9812,5
572,6591,5
572,1214,5
572,9987,5
572,9359,5
572,598,5
572,8418,5
572,10019,5
572,4148,5
572,6618,5
572,9160,4
572,6515,4
572,4826,5
572,8380,5
193,4892,3
193,6076,3
193,6606,5
193,2146,3
193,246,5
193,4914,5
193,9396,5
193,10400,5
193,8439,5
193,961,5
193,1300,3
193,6226,5
193,5033,4
193,781,5
193,3106,5
193,3174,2
193,3517,5
193,5217,5
193,9048,5
193,10360,5
193,1747,5
193,1575,5
193,3325,5
193,8008,5
193,2980,5
482,9995,3
482,5865,5
482,669,5
482,10099,5
482,276,5
482,3513,5
482,8109,5
482,1958,5
482,7985,5
482,2342,5
482,8326,5
482,7281,5
482,9754,5
482,266,5
482,7142,5
482,7714,5
482,10177,5
482,2846,5
482,5094,5
482,7143,5
482,4232,5
482,364,5
482,9190,5
482,8436,5
482,7595,5
46,9816,5
46,526,5
46,7848,5
46,5050,5
46,9660,5
46,2344,5
46,3705,5
46,2227,5
46,7773,5
46,3314,5
46,1444,5
46,8127,5
46,265,5
46,6130,5
46,6518,5
46,3144,5
46,8539,5
46,6265,5
46,5329,5
46,4183,5
46,2342,5
46,4092,5
46,812,5
46,5409,5
46,573,5
27,462,5
27,1548,5
27,5434,5
27,5290,5
27,10149,5
27,2445,5
27,7900,5
27,6313,5
27,2789,5
27,6057,5
27,9842,5
27,2195,5
27,8327,5
27,3409,5
27,1316,5
27,10597,4
329,6540,1
329,4940,1
329,4606,5
329,7918,2
329,5568,1
329,2617,2
329,8564,5
329,2005,1
329,7182,5
329,3669,1
329,7753,2
329,1808,2
329,5406,2
329,2032,2
329,1280,1
329,5844,1
329,4174,1
329,2853,1
329,431,1
329,915,1
329,1680,1
329,2171,1
329,270,5
329,5966,2
329,6086,2
410,5352,5
410,7599,5
410,9351,5
410,6763,5
410,6346,5
410,6588,5
410,7588,4
410,6648,3
607,4900,2
607,9545,5
607,704,5
607,5312,5
607,7173,5
607,2073,5
607,1141,5
607,10030,5
607,5299,5
607,8440,5
607,5898,5
607,8888,4
607,3841,4
607,5171,1
607,6394,1
505,2457,5
505,604,5
505,6368,5
505,6222,5
505,10239,5
505,9013,1
505,9140,5
505,8594,5
505,9735,5
505,9349,3
505,3344,1
505,8063,5
505,4991,5
505,376,1
505,5389,5
505,774,5
505,1527,5
505,8224,3
505,6548,1
505,9953,5
505,6808,5
505,1568,3
505,3408,5
505,2175,5
356,3140,2
356,54,5
356,778,5
356,8149,1
356,3524,4
356,2201,5
356,3358,5
356,7909,5
356,4877,1
356,6951,5
356,1232,5
356,1199,5
356,895,4
356,1156,4
356,59,4
356,4288,3
356,8150,3
356,6058,3
356,10128,2
356,6778,5
356,7425,5
356,1216,5
356,6141,5
356,10102,5
356,3267,5
679,6314,5
679,5779,5
679,5032,5
679,6258,5
679,5713,4
679,7533,2
679,4152,1
679,3501,1
308,4754,5
308,1224,5
308,4966,5
308,7153,5
308,3401,5
308,9332,5
308,9492,5
308,7233,5
308,1212,5
308,909,5
308,3450,4
133,3418,5
133,951,5
133,9485,5
133,7678,1
133,1462,3
133,3189,3
133,5512,5
133,3341,5
133,2268,5
133,4316,4
133,7015,5
133,2435,5
133,2262,5
133,5634,5
133,6809,5
133,5029,5
133,1014,4
133,2493,5
133,1617,5
133,10131,5
133,1205,5
133,1437,5
133,9276,1
133,1987,4
133,5129,3
469,3075,5
469,3991,5
469,8690,5
469,424,5
469,3380,5
469,3009,5
469,8874,5
469,746,5
469,3464,5
469,26,5
469,5725,5
469,2037,5
469,1591,5
469,1441,5
469,6262,5
469,137,5
469,6693,5
469,39,5
469,9888,5
469,425,5
469,5102,5
469,2103,5
469,3772,5
469,3610,5
469,1054,5
602,3760,3
602,1797,2
602,6163,2
602,7223,3
602,5140,1
602,5130,1
602,10058,5
602,9135,5
602,214,5
602,6548,5
602,4478,1
602,3899,5
602,1924,5
602,110,5
602,9917,1
602,10375,1
602,8113,5
602,9225,5
602,2990,5
602,10401,4
602,7879,1
602,843,1
602,8190,5
602,7136,5
602,10193,5
474,309,5
474,480,5
474,8646,5
474,6798,4
474,7467,4
474,5369,4
474,8441,3
474,5476,5
474,4992,5
474,529,5
474,9487,5
474,7208,5
474,2799,5
474,8658,5
474,4401,5
474,6481,5
474,9908,5
474,154,5
474,3963,5
474,9219,5
474,7906,4
302,6432,1
302,7577,2
302,8713,3
302,6598,1
302,6548,2
302,10160,5
302,9986,3
302,5291,4
302,6870,3
302,6987,3
302,8394,5
302,9437,5
302,7557,5
302,3347,5
302,9740,5
302,805,5
302,8640,5
302,9310,4
302,3706,4
302,1776,2
302,688,5
302,1696,5
302,4317,5
302,6548,5
66,2450,3
66,162,4
66,1432,1
66,9367,5
66,3214,5
66,5611,5
66,5717,3
66,4010,5
66,2349,5
66,9489,5
66,813,5
66,6247,3
66,5378,2
66,10338,5
66,5650,5
66,7845,5
66,2135,5
66,6747,5
66,8234,5
66,8304,5
66,131,5
66,5557,5
66,6496,5
66,3728,5
66,681,5
619,6162,1
619,853,5
619,7572,5
619,2665,1
619,8562,5
619,655,2
619,9164,2
619,6609,5
619,6004,1
619,6661,1
619,4424,5
619,5377,5
619,740,5
619,6755,1
619,10550,3
619,4260,4
619,8803,5
619,5054,5
619,4098,5
619,10465,5
619,4974,5
619,4259,5
619,7410,5
619,3096,1
619,1569,5
82,3793,5
82,3687,2
82,358,5
82,7390,5
82,241,5
82,349,5
82,2217,5
82,4476,5
82,506,5
82,3869,5
82,420,5
82,2881,5
82,7761,5
82,9599,5
82,6999,5
82,4703,5
82,5569,5
82,8123,5
82,9223,5
82,9108,5
82,9366,5
82,1975,5
82,6318,5
82,8788,5
82,9089,5
72,6015,5
72,9252,5
72,1074,5
72,6704,4
72,7954,5
72,4230,5
72,807,5
72,5990,5
72,4199,5
72,4479,5
72,1576,4
72,7214,4
72,3412,4
72,9762,5
72,1728,5
72,2433,5
72,1202,5
72,7396,5
72,94,5
72,1317,5
72,6694,5
72,9472,5
72,52,5
72,1586,5
72,1801,5
166,7505,1
166,4455,1
166,3852,1
166,4439,1
166,6204,5
166,7629,1
166,6218,5
166,4382,5
166,1329,4
166,8187,5
166,4540,4
166,9316,3
166,8633,5
166,5246,5
166,5663,2
166,6227,5
166,3370,5
166,4846,5
166,4097,5
166,6242,5
166,7037,5
166,8475,5
166,2533,5
166,4353,5
166,7406,5
377,8617,1
377,6875,1
377,3215,1
377,8436,5
377,7352,4
377,6548,2
377,6071,1
377,3383,3
377,3544,2
377,7516,5
377,2143,5
377,9828,3
377,1769,1
377,1138,5
377,842,5
377,3665,5
377,2316,5
377,9827,5
377,5175,5
377,2953,5
377,6794,5
377,7443,5
377,4516,5
377,3794,5
377,2125,3
299,6034,2
299,7112,3
299,4115,3
299,675,1
299,2895,1
299,6514,1
299,2159,2
299,8695,2
299,5170,5
299,6549,1
299,5072,1
299,3271,1
299,3219,2
299,7863,5
299,6548,2
299,589,1
299,3912,5
299,3399,1
299,5817,5
299,5092,1
299,7752,5
299,3025,2
299,5918,5
299,8372,1
299,9706,1
90,3316,3
90,2347,2
90,4595,3
90,4197,5
90,9702,5
90,8460,5
90,10108,5
90,6974,1
90,2626,1
90,6548,1
90,8442,5
90,2973,5
90,3388,5
90,10548,5
90,1629,5
90,3632,5
90,9213,5
90,1790,5
90,2636,5
90,4771,5
90,10054,4
90,9417,3
90,1240,5
90,7126,5
90,7282,5
458,5327,5
458,4545,5
458,1843,5
458,5584,5
458,2916,5
458,7958,5
458,7105,5
458,5553,5
458,9621,5
458,3462,5
458,2482,5
458,5041,5
458,2428,5
458,1597,5
458,2057,5
