title_index,level,organization,organization_link,rating,rating_count,course_type,skills,instructors,links
395,Beginner level,Meta,https://www.coursera.org/partners/meta,4.6,1498,course,"['Development Environment', 'Gradle', 'Android (Operating System)', 'UI Components', 'Virtual Environment', 'Mobile Development', 'Extensible Markup Language (XML)', 'Application Development', 'Android Development', 'Android Studio', 'Integrated Development Environments']",['Taught by Meta Staff'],['https://www.coursera.org/instructor/~30575670']
195,Beginner level,"University of California, Irvine",https://www.coursera.org/partners/uci,4.7,176,course,"['Talent Management', 'Employee Onboarding', 'Leadership', 'Recruitment Strategies', 'Human Resources Information System (HRIS)', 'Employee Retention', 'Talent Acquisition', 'Job Analysis', 'Diversity and Inclusion', 'New Hire Orientations', 'Interviewing Skills', 'Human Resource Strategy', 'Human Resources', 'Workforce Planning', 'Recruitment']","['Allison Anderson', 'MAS']",['https://www.coursera.org/instructor/~81809177']
691,Beginner level,Tableau Learning Partner,https://www.coursera.org/partners/tableau,4.9,100,course,"['Data Visualization', 'Data Analysis', 'Data Visualization Software', 'Interactive Data Visualization', 'Stakeholder Communications', 'Tableau Software', 'Geospatial Mapping', 'Geospatial Information and Technology', 'Statistical Visualization', 'Business Analytics', 'Business Reporting', 'Data Presentation', 'Data Storytelling', 'Spatial Data Analysis']",['Tableau Learning Partner Instructor'],['https://www.coursera.org/instructor/~136272031']
274,Beginner level,Coursera Instructor Network,https://www.coursera.org/partners/coursera-instructor-network,4.4,148,course,"['Self Service Technologies', 'Communication', 'Automation', 'Personal Development', 'Generative AI', 'Artificial Intelligence', 'Productivity', 'Email Automation', 'ChatGPT', 'Calendar Management', 'Business Process Automation', 'Natural Language Processing', 'Prompt Engineering', 'Time Management']","['Arkadi Avanesyan', 'Starweaver']","['https://www.coursera.org/instructor/~139312072', 'https://www.coursera.org/instructor/~141793623', 'https://www.coursera.org/instructor/~139312072', 'https://www.coursera.org/instructor/~141793623']"
640,,University of Amsterdam,https://www.coursera.org/partners/amsterdam,4.7,2361,course,"['Experimentation', 'Scientific Methods', 'Social Sciences', 'Ethical Standards And Conduct', 'Research Methodologies', 'Science and Research', 'Research Design', 'Research', 'Surveys', 'Sampling (Statistics)', 'Quantitative Research']",['Annemarie Zand Scholten'],['https://www.coursera.org/instructor/annemarie']
104,Beginner level,Rice University,https://www.coursera.org/partners/rice,4.9,55,course,"['Market Analysis', 'Consumer Behaviour', 'Policy Analysis', 'Economics', 'International Relations', 'Market Dynamics', 'Tax', 'Supply And Demand', 'Decision Making', 'Operating Cost']",['James DeNicco'],['https://www.coursera.org/instructor/~134870502']
489,Beginner level,University at Buffalo,https://www.coursera.org/partners/ubuffalo,4.6,125,course,"['Data Literacy', 'Operational Efficiency', 'Product Quality (QA/QC)', 'Root Cause Analysis', 'Quality Management Systems', 'Analytics', 'Data Quality', 'Six Sigma Methodology', 'Case Studies', 'Process Improvement', 'Data Analysis', 'Data Security', 'Lean Methodologies', 'Data Ethics', 'Internet Of Things', 'Data-Driven Decision-Making', 'Operational Excellence']","['Akshay Sivadas', ""Brittany O'Dea""]","['https://www.coursera.org/instructor/~20145078', 'https://www.coursera.org/instructor/~70864535', 'https://www.coursera.org/instructor/~20145078', 'https://www.coursera.org/instructor/~70864535']"
569,Beginner level,Deep Teaching Solutions,https://www.coursera.org/partners/oakley,4.8,15,course,"['Willingness To Learn', 'Differentiated Instruction', 'Problem Solving', 'Learning Theory', 'Persistence']","['Dr. Barbara Oakley', 'Dr. John Mighton']","['https://www.coursera.org/instructor/barboakley', 'https://www.coursera.org/instructor/~163593927', 'https://www.coursera.org/instructor/barboakley', 'https://www.coursera.org/instructor/~163593927']"
688,Intermediate level,Johns Hopkins University,https://www.coursera.org/partners/jhu,4.5,22332,course,,"['Roger D. Peng', 'PhD', 'Jeff Leek', 'PhD', 'Brian Caffo', 'PhD']","['https://www.coursera.org/instructor/rdpeng', 'https://www.coursera.org/instructor/~694443', 'https://www.coursera.org/instructor/~688901', 'https://www.coursera.org/instructor/rdpeng', 'https://www.coursera.org/instructor/~694443', 'https://www.coursera.org/instructor/~688901']"
39,Beginner level,Coursera Instructor Network,https://www.coursera.org/partners/coursera-instructor-network,4.6,23,course,"['Human Resource Strategy', 'Employee Engagement', 'Talent Recruitment', 'Responsible AI', 'Recruitment', 'Automation', 'Diversity and Inclusion', 'Data-Driven Decision-Making', 'Generative AI', 'Recruitment Strategies', 'Human Resources', 'Data Ethics', 'Employee Performance Management', 'AI Personalization']",['Ridhi Arora'],['https://www.coursera.org/instructor/~170429685']
147,Intermediate level,Duke University,https://www.coursera.org/partners/duke,4.6,34,course,"['Organizational Strategy', 'Organizational Leadership', 'Team Management', 'Cross-Functional Team Leadership', 'Agile Methodology', 'Team Leadership', 'Empowerment', 'Team Building', 'Organizational Change', 'Innovation', 'Cross-Functional Collaboration', 'Team Motivation']",['Duke Corporate Education'],['https://www.coursera.org/instructor/~166315797']
688,Intermediate level,Johns Hopkins University,https://www.coursera.org/partners/jhu,4.5,22332,course,,"['Roger D. Peng', 'PhD', 'Jeff Leek', 'PhD', 'Brian Caffo', 'PhD']","['https://www.coursera.org/instructor/rdpeng', 'https://www.coursera.org/instructor/~694443', 'https://www.coursera.org/instructor/~688901', 'https://www.coursera.org/instructor/rdpeng', 'https://www.coursera.org/instructor/~694443', 'https://www.coursera.org/instructor/~688901']"
252,Beginner level,Intuit,https://www.coursera.org/partners/intuit,4.6,736,course,"['Sales Tax', 'Financial Reporting', 'Equities', 'Financial Statement Analysis', 'Accounting', 'Accounts Payable', 'Reconciliation', 'Analysis', 'Business Metrics', 'General Accounting', 'Payroll', 'Balance Sheet', 'Financial Analysis', 'Income Statement', 'Cash Flows', 'Financial Statements']",['Intuit Academy Team'],['https://www.coursera.org/instructor/~158154727']
89,,University of Minnesota,https://www.coursera.org/partners/minnesota,4.4,2402,course,"['Creative Thinking', 'Innovation', 'Creativity', 'Brainstorming', 'Cognitive flexibility', 'Motivational Skills', 'Problem Solving', 'Persistence', 'Resourcefulness', 'Curiosity', 'Growth Mindedness', 'Adaptability', 'Creative Problem-Solving']","['Brad Hokanson', 'PhD', 'Jody Nyboer', 'PhD']","['https://www.coursera.org/instructor/brad-hokanson', 'https://www.coursera.org/instructor/~6408337', 'https://www.coursera.org/instructor/brad-hokanson', 'https://www.coursera.org/instructor/~6408337']"
488,Intermediate level,DeepLearning.AI,https://www.coursera.org/partners/deeplearning-ai,4.8,418,course,"['Data Processing', 'System Requirements', 'Requirements Analysis', 'Data Transformation', 'Scalability', 'Data Pipelines', 'Cloud Computing', 'Data Architecture', 'Performance Tuning', 'Security Controls', 'Data Warehousing', 'Amazon Web Services', 'Extract', 'Transform', 'Load']",['Joe Reis'],['https://www.coursera.org/instructor/josephreis']
104,Beginner level,Rice University,https://www.coursera.org/partners/rice,4.9,55,course,"['Market Analysis', 'Consumer Behaviour', 'Policy Analysis', 'Economics', 'International Relations', 'Market Dynamics', 'Tax', 'Supply And Demand', 'Decision Making', 'Operating Cost']",['James DeNicco'],['https://www.coursera.org/instructor/~134870502']
39,Beginner level,Coursera Instructor Network,https://www.coursera.org/partners/coursera-instructor-network,4.6,23,course,"['Human Resource Strategy', 'Employee Engagement', 'Talent Recruitment', 'Responsible AI', 'Recruitment', 'Automation', 'Diversity and Inclusion', 'Data-Driven Decision-Making', 'Generative AI', 'Recruitment Strategies', 'Human Resources', 'Data Ethics', 'Employee Performance Management', 'AI Personalization']",['Ridhi Arora'],['https://www.coursera.org/instructor/~170429685']
421,Beginner level,University of London,https://www.coursera.org/partners/london,4.7,698,course,"['Climate Change Adaptation', 'Governance', 'Economics', 'Oil and Gas', 'Climate Change Mitigation', 'Sustainable Development', 'Electric Power Systems', 'Energy and Utilities', 'Environmental Policy', 'Environment', 'Security Strategy', 'Petroleum Industry', 'International Relations', 'Policy Analysis']","['Harald Heubaum', 'Dr Dan Plesch', 'SOAS University of London']","['https://www.coursera.org/instructor/hheubaum', 'https://www.coursera.org/instructor/dplesch']"
303,Beginner level,Corporate Finance Institute,https://www.coursera.org/partners/cfi,4.8,60,course,"['Data Validation', 'Data Manipulation', 'Pivot Tables And Charts', 'Data Cleansing', 'Extract', 'Transform', 'Load', 'Data Integration', 'Data Import/Export', 'Microsoft Excel', 'Data Transformation', 'Automation']",['CFI (Corporate Finance Institute)'],['https://www.coursera.org/instructor/~144114998']
113,Beginner level,Duke University,https://www.coursera.org/partners/duke,4.4,4453,course,"['Economics', 'Probability & Statistics', 'Decision Making', 'Financial Analysis', 'Behavioral Economics', 'Risk Analysis', 'Financial Planning', 'Financial Market', 'Psychology', 'Consumer Behaviour', 'Finance']","['Emma Rasiel', 'John Forlines III']","['https://www.coursera.org/instructor/rasiel', 'https://www.coursera.org/instructor/~129082150', 'https://www.coursera.org/instructor/rasiel', 'https://www.coursera.org/instructor/~129082150']"
494,Intermediate level,SkillUp,https://www.coursera.org/partners/skillup-ed-tech,4.7,104,course,"['Human Resources Management and Planning', 'Human Resource Strategy', 'Data Ethics', 'HR Tech', 'Employee Onboarding', 'Recruitment', 'LLM Application', 'Generative AI', 'Data-Driven Decision-Making', 'Artificial Intelligence', 'Employee Engagement', 'Human Resources', 'Workforce Planning', 'Responsible AI', 'Performance Appraisal']","['Jayashree Sridhar', 'SkillUp']","['https://www.coursera.org/instructor/~152639158', 'https://www.coursera.org/instructor/skillup', 'https://www.coursera.org/instructor/~152639158', 'https://www.coursera.org/instructor/skillup']"
69,Beginner level,Meta,https://www.coursera.org/partners/meta,4.8,15299,course,"['Instagram', 'Target Audience', 'Digital Media Strategy', 'Social Media Strategy', 'Social Media', 'Marketing', 'Social Media Marketing', 'Persona Development', 'Digital Marketing', 'Facebook', 'Marketing Strategies', 'Key Performance Indicators (KPIs)', 'Smart Goals', 'Marketing Channel', 'Social Media Management']",['Anke Audenaert'],['https://www.coursera.org/instructor/anke']
616,Intermediate level,EDUCBA,https://www.coursera.org/partners/educba,4.4,13,course,"['Extensible Languages and XML', 'Extensible Markup Language (XML)', 'HTML and CSS', 'Hypertext Markup Language (HTML)', 'Cascading Style Sheets (CSS)']",['EDUCBA'],['https://www.coursera.org/instructor/~136048342']
98,Intermediate level,University of Colorado Boulder,https://www.coursera.org/partners/boulder,4.8,36,course,"['Human Centered Design', 'Data Visualization Software', 'Data Presentation', 'Design Elements And Principles', 'Usability', 'User Experience Design', 'Usability Testing', 'Visualization (Computer Graphics)', 'Interactive Data Visualization', 'User Research', 'User Centered Design', 'Quantitative Research']",['Danielle Szafir'],['https://www.coursera.org/instructor/danielle-szafir']
39,Beginner level,Coursera Instructor Network,https://www.coursera.org/partners/coursera-instructor-network,4.6,23,course,"['Human Resource Strategy', 'Employee Engagement', 'Talent Recruitment', 'Responsible AI', 'Recruitment', 'Automation', 'Diversity and Inclusion', 'Data-Driven Decision-Making', 'Generative AI', 'Recruitment Strategies', 'Human Resources', 'Data Ethics', 'Employee Performance Management', 'AI Personalization']",['Ridhi Arora'],['https://www.coursera.org/instructor/~170429685']
171,Beginner level,Atlassian,https://www.coursera.org/partners/atlassian,4.7,9625,course,"['Jira (Software)', 'Kanban Principles', 'Scrum (Software Development)', 'Software Versioning', 'Agile Methodology', 'Workflow Management', 'Query Languages', 'Agile Project Management', 'Project Management', 'Sprint Planning', 'Backlogs', 'Lean Methodologies', 'Product Requirements', 'User Story', 'Sprint Retrospectives', 'Continuous Improvement Process']",['Kashmira Shukla'],['https://www.coursera.org/instructor/~86722462']
261,Intermediate level,IE Business School,https://www.coursera.org/partners/ie,4.9,124,course,"['Business Economics', 'Economics', 'Analysis', 'Business Strategies', 'Business Risk Management', 'World History', 'Financial Policy', 'Economic Development', 'Public Policies', 'Global Marketing', 'International Relations', 'Investments', 'Trend Analysis', 'Socioeconomics']",['Gayle Allard'],['https://www.coursera.org/instructor/gayleallard']
628,Intermediate level,Fractal Analytics,https://www.coursera.org/partners/fractal-analytics,4.3,12,course,"['Employee Onboarding', 'Employee Retention', 'Verification And Validation', 'Human Resources', 'Human Resource Strategy', 'Prompt Engineering', 'Generative AI Agents', 'Data Ethics', 'Employee Engagement', 'Diversity and Inclusion', 'Recruitment', 'Compliance Management', 'Responsible AI', 'Talent Acquisition']",['Fractal Analytics Academy'],['https://www.coursera.org/instructor/~131652149']
313,,Goldman Sachs,https://www.coursera.org/partners/goldmansachs,4.7,475,course,"['Financial Statements', 'Entrepreneurship', 'Strategic Decision-Making', 'Market Opportunities', 'Financial Analysis', 'Financial Planning', 'Cash Flow Forecasting', 'Strategic Planning', 'Financial Forecasting', 'Business Planning', 'Cash Flows', 'Financial Management']","['Goldman Sachs 10', '000 Women', 'Edward David', 'Anne Donnellon', 'Michael Fetters', 'Geetha Krishnan', 'Mori Taheripour', 'Sarah Underwood']","['https://www.coursera.org/instructor/goldmansachs10000women', 'https://www.coursera.org/instructor/edward-david', 'https://www.coursera.org/instructor/anne-donnellon1', 'https://www.coursera.org/instructor/michael-fetters', 'https://www.coursera.org/instructor/geetha-krishnan1', 'https://www.coursera.org/instructor/mori-taheripour', 'https://www.coursera.org/instructor/sarah-underwood', 'https://www.coursera.org/instructor/goldmansachs10000women', 'https://www.coursera.org/instructor/edward-david', 'https://www.coursera.org/instructor/anne-donnellon1', 'https://www.coursera.org/instructor/michael-fetters', 'https://www.coursera.org/instructor/geetha-krishnan1', 'https://www.coursera.org/instructor/mori-taheripour', 'https://www.coursera.org/instructor/sarah-underwood']"
234,Intermediate level,"University of California, Davis",https://www.coursera.org/partners/ucdavis,4.5,5299,course,"['Target Audience', 'Copywriting', 'Driving engagement', 'Storytelling', 'Social Media Content', 'Content Strategy', 'Content Creation', 'Branding', 'Marketing Strategies', 'Ethical Standards And Conduct', 'Marketing', 'Content Development and Management', 'Multimedia', 'Writing', 'Strategic Marketing', 'Persona Development', 'Content Performance Analysis', 'Content Marketing']",['Sonia Simone'],['https://www.coursera.org/instructor/sonia-simone']
121,Beginner level,University of Colorado Boulder,https://www.coursera.org/partners/boulder,4.2,17,course,"['Climate Change Mitigation', 'Innovation', 'Environmental Social And Corporate Governance (ESG)', 'Corporate Strategy', 'Stakeholder Engagement', 'Business Ethics', 'Compliance Management', 'Corporate Sustainability', 'Strategic Decision-Making', 'Communication Strategies', 'Sustainable Business', 'Sustainability Reporting', 'Sustainable Development', 'Supply Chain Management', 'Business Risk Management', 'Systems Thinking', 'Climate Change Adaptation', 'Environmental Issue']",['Joel Hartter'],['https://www.coursera.org/instructor/~44320758']
59,Beginner level,DeepLearning.AI,https://www.coursera.org/partners/deeplearning-ai,4.8,49921,course,"['Strategic Thinking', 'Artificial Intelligence', 'Deep Learning', 'Data Science', 'Responsible AI', 'AI Product Strategy', 'Machine Learning', 'Artificial Neural Networks', 'Data Ethics']",['Andrew Ng'],['https://www.coursera.org/instructor/andrewng']
618,Advanced level,Google Cloud,https://www.coursera.org/partners/googlecloud,3.6,18,course,"['Performance Tuning', 'Data Processing', 'CI/CD', 'Disaster Recovery', 'Issue Tracking', 'Google Cloud Platform', 'System Monitoring', 'Debugging', 'Unit Testing', 'Data Integrity', 'Data Pipelines', 'Dataflow']",['Google Cloud Training'],['https://www.coursera.org/instructor/google-cloud-training']
469,Intermediate level,"University of California, Irvine",https://www.coursera.org/partners/uci,4.5,281,course,"['Regression Analysis', 'Supply Chain', 'Performance Measurement', 'Supply Chain Planning', 'Supply Chain Management', 'Customer Demand Planning', 'Statistical Methods', 'Materials Management', 'Demand Planning', 'Production Planning', 'Microsoft Excel', 'Data Analysis', 'Key Performance Indicators (KPIs)', 'Forecasting', 'Capacity Planning', 'Data-Driven Decision-Making']",['Paul Jan'],['https://www.coursera.org/instructor/pauljan']
127,Intermediate level,Google Cloud,https://www.coursera.org/partners/googlecloud,4.2,56,course,"['Large Language Modeling', 'Generative AI', 'Prompt Engineering', 'LLM Application', 'Supervised Learning', 'Google Cloud Platform', 'Generative AI Agents', 'Artificial Intelligence', 'Machine Learning']",['Google Cloud Training'],['https://www.coursera.org/instructor/google-cloud-training']
331,Beginner level,Yonsei University,https://www.coursera.org/partners/yonsei,4.7,120,course,"['Market Opportunities', 'Application Development', 'Live Streaming', 'User Interface (UI)', 'Multimedia', 'Computer Vision', 'Emerging Technologies', 'Network Infrastructure', 'Content Management', 'Network Protocols', 'Cloud Services', 'Augmented Reality', 'Video Production', 'Augmented and Virtual Reality (AR/VR)', 'Scalability', 'Market Analysis']",['Jong-Moon Chung'],['https://www.coursera.org/instructor/jmcyonsei']
232,Beginner level,Google,https://www.coursera.org/partners/google,4.9,97636,course,"['Project Coordination', 'Waterfall Methodology', 'Organizational Structure', 'Interpersonal Communications', 'Organizational Change', 'Project Management', 'Project Planning', 'Change Management', 'Project Management Life Cycle', 'Agile Methodology', 'Strategic Thinking']",['Google Career Certificates'],['https://www.coursera.org/instructor/google-career-certificates']
161,,University of London,https://www.coursera.org/partners/london,4.5,258,course,"['Marketing', 'Marketing Management', 'Target Market', 'Business Strategy', 'Market Analysis', 'Marketing Strategies', 'Strategic Marketing', 'Competitive Analysis', 'Auditing', 'Marketing Strategy and Techniques', 'Analysis', 'Market Dynamics', 'Marketing Planning']",['Dominic Appiah'],['https://www.coursera.org/instructor/dominic-appiah']
517,,Università Bocconi,https://www.coursera.org/partners/bocconi,4.6,79,course,"['Regression Analysis', 'Decision Making', 'Statistical Methods', 'Probability', 'Innovation', 'Data Analysis', 'Strategic Decision-Making', 'A/B Testing', 'Big Data', 'Machine Learning', 'Statistical Analysis', 'Business Metrics', 'Data-Driven Decision-Making']","['Alfonso Gambardella', 'Arnaldo Camuffo', 'Chiara Spina']","['https://www.coursera.org/instructor/alfonsogambardella', 'https://www.coursera.org/instructor/~39035364', 'https://www.coursera.org/instructor/chiaraspina', 'https://www.coursera.org/instructor/alfonsogambardella', 'https://www.coursera.org/instructor/~39035364', 'https://www.coursera.org/instructor/chiaraspina']"
96,Beginner level,The George Washington University,https://www.coursera.org/partners/gwu,4.8,1467,course,"['Health Informatics', 'Leadership', 'Healthcare Industry Knowledge', 'Health Care', 'Patient Safety', 'Collaboration', 'Health Policy', 'Health Care Administration', 'Systems Thinking', 'Continuous Quality Improvement (CQI)', 'Innovation']","['Gregory Pawlson', 'Jean Johnson']","['https://www.coursera.org/instructor/pawlson', 'https://www.coursera.org/instructor/johnson']"
473,Beginner level,University of Michigan,https://www.coursera.org/partners/umich,4.8,2339,course,"['Conflict Management', 'Leadership', 'Performance Management', 'Collaboration', 'Virtual Teams', 'Decision Making', 'Industrial and Organizational Psychology', 'Team Management', 'Organizational Structure', 'Diversity and Inclusion', 'Team Building', 'People Development', 'Team Leadership', 'Teamwork', 'Team Motivation', 'Innovation', 'Goal Setting']","['Maxim Sytch', 'Ph.D.']",['https://www.coursera.org/instructor/msytch']
196,Intermediate level,Duke University,https://www.coursera.org/partners/duke,4.7,19,course,"['Customer Analysis', 'New Product Development', 'Business Strategy', 'Agile Product Development', 'Market Intelligence', 'Consumer Behaviour', 'Innovation', 'Customer Engagement', 'Business Strategies', 'Customer experience strategy (CX)', 'Market Dynamics', 'Customer Insights']",['Duke Corporate Education'],['https://www.coursera.org/instructor/~166315797']
296,Beginner level,"University of California, Davis",https://www.coursera.org/partners/ucdavis,4.8,1214,course,"['Analysis', 'Goal-Oriented', 'Critical Thinking', 'Self-Awareness', 'Creative Thinking', 'Problem Solving', 'Decision Making', 'Constructive Feedback', 'Collaboration', 'Brainstorming', 'Cognitive flexibility']",['Diane Davidson'],['https://www.coursera.org/instructor/ddavidson']
661,Intermediate level,"University of California, Davis",https://www.coursera.org/partners/ucdavis,4.4,340,course,"['Statistical Analysis', 'Quality Control', 'Marketing Analytics', 'Market Research', 'Target Market', 'Quantitative Research', 'Regression Analysis', 'Market Analysis', 'Statistical Hypothesis Testing', 'Marketing', 'Surveys', 'Sample Size Determination', 'Data Analysis']","['Susan Berman', 'Olivier Rubel', 'PhD']","['https://www.coursera.org/instructor/susan-berman', 'https://www.coursera.org/instructor/olivier-rubel', 'https://www.coursera.org/instructor/susan-berman', 'https://www.coursera.org/instructor/olivier-rubel']"
267,Intermediate level,University of Amsterdam,https://www.coursera.org/partners/amsterdam,4.6,1364,course,"['Research', 'Research Design', 'Interviewing Skills', 'Data Collection', 'Qualitative Research', 'Research Reports', 'Research Methodologies', 'Social Sciences', 'Surveys', 'Ethical Standards And Conduct']",['Gerben Moerman'],['https://www.coursera.org/instructor/gamoerman']
596,Beginner level,University of Minnesota,https://www.coursera.org/partners/minnesota,4.8,80,course,"['Business Mathematics', 'Resource Allocation', 'Mathematical Modeling', 'Graphing', 'Operations Research', 'Linear Algebra', 'Business Modeling', 'Business Analytics', 'Decision Making', 'Analytics', 'Microsoft Excel', 'Data-Driven Decision-Making', 'Solution Design', 'Process Optimization']",['Soumya Sen'],['https://www.coursera.org/instructor/ssen']
205,Beginner level,IMD - International Institute for Management Development,https://www.coursera.org/partners/imd,4.9,98,course,"['Stakeholder Engagement', 'Organizational Change', 'Risk Management', 'Sustainable Development', 'Environmental Social And Corporate Governance (ESG)', 'Leadership', 'Corporate Sustainability', 'Environmental Management Systems', 'Sustainable Business', 'Business Ethics', 'Compliance Management', 'Governance', 'Stakeholder Management', 'Case Studies', 'Sustainability Reporting', 'Business Strategy', 'Simulation and Simulation Software', 'Climate Change Mitigation']",['Florian Hoos'],['https://www.coursera.org/instructor/florianhoos']
479,Beginner level,Coursera Instructor Network,https://www.coursera.org/partners/coursera-instructor-network,4.8,31,course,"['Staff Management', 'Compliance Management', 'Labor Law', 'Employee Engagement', 'Communication', 'Labor Relations', 'Management Training And Development', 'Workplace inclusivity', 'Employee Relations', 'Team Leadership', 'Human Resources', 'Active Listening', 'Conflict Management']","['Hector Sandoval', 'Starweaver']","['https://www.coursera.org/instructor/~133147694', 'https://www.coursera.org/instructor/~141793623', 'https://www.coursera.org/instructor/~133147694', 'https://www.coursera.org/instructor/~141793623']"
651,Beginner level,University at Buffalo,https://www.coursera.org/partners/ubuffalo,4.7,165,course,"['Data Visualization Software', 'Business Strategies', 'Key Performance Indicators (KPIs)', 'Data Analysis Software', 'Business Process', 'Statistical Process Controls', 'Data Analysis', 'Data-Driven Decision-Making', 'Data Storytelling', 'Data Quality', 'Minitab', 'Tableau Software', 'Matlab', 'Process Analysis', 'Business Analytics']","['Peter Baumgartner', ""Brittany O'Dea""]","['https://www.coursera.org/instructor/~23592541', 'https://www.coursera.org/instructor/~70864535', 'https://www.coursera.org/instructor/~23592541', 'https://www.coursera.org/instructor/~70864535']"
684,Beginner level,Indian School of Business,https://www.coursera.org/partners/isb,4.5,49,course,"['Loans', 'Tax Planning', 'Investments', 'Financial Management', 'Income Tax', 'Financial Planning', 'Wealth Management', 'General Finance', 'Insurance', 'Budgeting', 'Financial Market', 'Goal Setting', 'Risk Management']","['Hemant Gupta', 'Karan Mehta', 'Sumanth Karlapudi', 'Prasanna Tantri', 'Anand Shekhar']","['https://www.coursera.org/instructor/~131525871', 'https://www.coursera.org/instructor/~2078361', 'https://www.coursera.org/instructor/~106557468', 'https://www.coursera.org/instructor/prasanna-tantri', 'https://www.coursera.org/instructor/~30823764', 'https://www.coursera.org/instructor/~131525871', 'https://www.coursera.org/instructor/~2078361', 'https://www.coursera.org/instructor/~106557468', 'https://www.coursera.org/instructor/prasanna-tantri', 'https://www.coursera.org/instructor/~30823764']"
468,Beginner level,Google Cloud,https://www.coursera.org/partners/googlecloud,4.8,778,course,"['DevOps', 'Customer Support', 'System Monitoring', 'Operational Excellence', 'Cost Management', 'Site Reliability Engineering', 'Google Cloud Platform', 'Cloud Solutions', 'Cloud Management', 'Corporate Sustainability', 'Cloud Computing', 'Cloud Infrastructure', 'Operational Efficiency', 'Scalability']",['Google Cloud Training'],['https://www.coursera.org/instructor/google-cloud-training']
483,Intermediate level,Duke University,https://www.coursera.org/partners/duke,4.9,439,course,"['Payment Systems', 'Cryptography', 'Loans', 'Digital Assets', 'Financial Trading', 'Key Management', 'Market Liquidity', 'Transaction Processing', 'FinTech']",['Campbell R. Harvey'],['https://www.coursera.org/instructor/~46121307']
410,Beginner level,California Institute of the Arts,https://www.coursera.org/partners/calarts,4.8,18182,course,"['Visual Design', 'Design Software', 'Graphic Design', 'Typography', 'Photography', 'Color Theory', 'Design', 'Image Quality', 'Design Elements And Principles', 'Digital Design', 'Graphic and Visual Design Software', 'Creative Design', 'Creativity', 'Photo Editing']",['Michael Worthington'],['https://www.coursera.org/instructor/michael-worthington']
300,Beginner level,IE Business School,https://www.coursera.org/partners/ie,4.8,202,course,"['Business Process', 'Market Dynamics', 'Business Economics', 'Economics', 'Strategic Marketing', 'Competitive Analysis', 'Strategic Planning', 'Business Strategy', 'Strategic Thinking', 'Resource Management', 'Market Analysis']",['Carl Kock'],['https://www.coursera.org/instructor/~104766257']
41,,University of Pennsylvania,https://www.coursera.org/partners/penn,4.8,654,course,"['Public Policies', 'Economics', 'Market Dynamics', 'Business Economics', 'Market Analysis', 'Socioeconomics', 'Policty Analysis', 'Research', 'and Development', 'Supply And Demand']",['Rebecca Stein'],['https://www.coursera.org/instructor/~248242']
694,Beginner level,University of London,https://www.coursera.org/partners/london,4.7,1211,course,"['Verbal Communication Skills', 'Composure', 'Communication', 'Interpersonal Communications', 'Respiration', 'Assertiveness', 'Stress Management', 'Emotional Intelligence', 'Public Speaking', 'Executive Presence', 'Self-Awareness']",['Emmy Broomfield'],['https://www.coursera.org/instructor/~110990057']
228,Intermediate level,IBM,https://www.coursera.org/partners/ibm-skills-network,4.5,237,course,,"['Ramesh Sannareddy', 'Rav Ahuja']","['https://www.coursera.org/instructor/~75088416', 'https://www.coursera.org/instructor/ravahuja', 'https://www.coursera.org/instructor/~75088416', 'https://www.coursera.org/instructor/ravahuja']"
531,,Yonsei University,https://www.coursera.org/partners/yonsei,4.7,1022,course,"['Marketing', 'Innovation', 'Market Analysis', 'Case Studies', 'Global Marketing', 'Competitive Analysis', 'Product Development', 'Marketing Strategies', 'Brand Management', 'Consumer Behaviour', 'Change Management', 'Business Strategy']",['Dae Ryun Chang'],['https://www.coursera.org/instructor/chang']
673,Intermediate level,Rice University,https://www.coursera.org/partners/rice,4.7,333,course,"['Language Competency', 'Patient-centered Care', 'Patient Communication', 'Diagnostic Tests', 'Vocabulary', 'Grammar', 'Patient Education And Counseling', 'Spanish Language', 'Cultural Diversity', 'Medical Terminology']",['Maria Victoria Abad Rabat'],['https://www.coursera.org/instructor/~30368993']
679,Intermediate level,Duke University,https://www.coursera.org/partners/duke,4.3,24,course,"['Innovation', 'Business Transformation', 'Competitive Analysis', 'Strategic Decision-Making', 'Trend Analysis', 'Strategic Thinking', 'Case Studies', 'Strategic Leadership', 'Agile Project Management', 'Market Opportunities', 'Business Strategy', 'Market Trend']",['Duke Corporate Education'],['https://www.coursera.org/instructor/~166315797']
114,Beginner level,Google,https://www.coursera.org/partners/google,4.8,29558,course,"['Marketing', 'Business Metrics', 'Performance Measurement', 'Brand Awareness', 'Digital Marketing', 'Search Engine Marketing', 'Branding', 'Marketing Strategy and Techniques', 'Customer Engagement', 'Marketing Analytics', 'Search Engine Optimization', 'E-Commerce', 'Customer experience strategy (CX)', 'Goal Setting', 'Target Audience', 'Data-Driven Decision-Making', 'Content Performance Analysis', 'Social Media Marketing', 'Data Storytelling', 'Email Marketing']",,
636,Beginner level,Macquarie University,https://www.coursera.org/partners/macquarie,4.9,50280,course,"['Microsoft Excel', 'Excel Formulas', 'Data Management', 'Data Entry', 'Data Visualization', 'Spreadsheet Software', 'Productivity Software']","['Nicky Bull', 'Professor Yvonne Breyer', 'Assoc Prof Prashan S. M. Karunaratne']","['https://www.coursera.org/instructor/nicky-bull', 'https://www.coursera.org/instructor/yvonne-breyer', 'https://www.coursera.org/instructor/prashan-karunaratne']"
